811.885	1190.838	861.108	1170.081	1	1
38.548	749.609	46.258	792.309	2	1
1181.948	1106.625	1188.471	1150.511	3	1
1040.209	1206.257	1111.968	1194.989	4	0
58.119	1198.548	112.086	1186.094	5	0
666.588	354.638	686.751	419.874	6	1
483.928	969.631	531.965	982.085	7	1
283.478	7.11099999999988	339.817	25.4959999999999	8	0
8.896	1187.28	28.466	1187.28	9	0
1173.052	247.296	1197.367	279.914	10	1
686.751	419.874	746.649	405.047	11	1
722.334	668.361	769.185	703.944	12	1
298.897	330.323	316.095	386.07	13	1
667.774	26.682	723.52	13.0419999999999	14	1
11.268	978.526	23.722	1025.97	15	1
1141.62	361.162	1179.575	340.405	16	1
1056.221	66.4159999999999	1095.955	102.592	17	1
642.866	1033.087	682.6	1072.821	18	1
545.606	1056.809	598.387	1050.285	19	1
123.947	744.272	151.228	791.123	20	1
916.854	1188.466	951.844	1199.734	21	1
827.897	430.549	846.875	379.546	22	1
763.255	1203.885	811.885	1190.838	23	1
43.293	426.99	77.096	422.839	24	1
159.53	230.691	205.788	259.157	25	1
1193.809	748.423	1203.297	794.681	26	1
413.355	10.077	463.765	16.0069999999998	27	1
345.155	63.451	369.47	108.523	28	1
396.157	648.198	432.926	628.034	29	1
667.181	348.115	720.555	348.708	30	1
179.694	1116.707	208.16	1151.104	31	1
749.615	348.708	756.731	395.559	32	1
641.68	1200.327	686.751	1196.769	33	1
466.137	1079.938	512.988	1064.518	34	1
793.5	330.323	840.351	345.743	35	1
1197.367	99.627	1201.518	140.547	36	1
1043.767	1132.126	1070.454	1172.453	37	0
345.155	400.896	350.492	446.561	38	1
36.769	1018.854	50.409	974.375	39	1
1070.454	789.937	1090.618	833.822	40	1
463.765	16.0069999999998	492.824	46.2529999999999	41	1
1023.01	361.162	1068.082	357.604	42	1
460.799	662.431	504.685	647.605	43	1
964.298	515.948	988.02	481.551	44	1
460.799	1117.893	507.057	1120.265	45	1
224.766	371.837	234.255	418.688	46	1
1202.111	434.7	1206.263	480.958	47	1
